Timestamp,Rank,Player name,Guess rate,Usefulness,erigs,0/8s,7/8s,avg/8,# 3/8s or below,OP guess rate,ED guess rate,IN guess rate,Lives taken,Lives saved,Total hit,Total songs,WIN,LOSE,TIE,Onlist,Offlist,Rig %,Rigs,Solo rigs,Missed solos,Rigs hit,Rigs missed,Lives lost on rigs,Offlist erigs,avg/8 of your rigs,Player ID,Offlist hit
2026-05-21 18:41:49,125.0,yahallonyanpasu,37.349,106.224,3,8,4,4.258,26,0,0,37.349,14,8,62,166,6,0,0,69.091,21.622,33.133,55,11,4,38,17,2,0,3.782,16,24
2026-05-21 18:41:49,140.0,YuriMeguri,70.76,187.199,4,11,0,4.38,44,0,0,70.76,13,25,121,171,2,3,1,76.389,66.667,42.105,72,8,5,55,17,3,1,4.125,34,66
2026-05-25 15:51:09,140.97,Lika,58.065,189.043,7,8,0,3.759,24,0,0,58.065,17,8,54,93,3,2,0,93.548,40.323,33.333,31,10,2,29,2,0,0,2.871,58,25
2026-03-13 15:56:00,147.374,neoburnz,69.643,0.0,7,6,0,3.974,35,0,0,69.643,14,24,78,112,1,4,0,91.489,53.846,41.964,47,8,1,43,4,2,0,3.532,59,35
2026-04-30 15:50:01,138.547,neoburnz,57.5,139.14,2,4,0,4.333,27,0,0,57.5,5,17,69,120,1,4,0,83.333,48.889,25,30,6,1,25,5,3,0,3.867,59,44
2026-05-15 15:47:39,136.527,neoburnz,69.93,144.188,4,8,0,4.69,28,0,0,69.93,5,25,100,143,0,5,0,91.525,54.762,41.259,59,6,1,54,5,3,1,4.492,59,46
2026-05-21 18:41:49,136.641,neoburnz,65.969,137.081,2,8,0,4.905,35,0,0,65.969,11,17,126,191,3,2,1,88.136,56.061,30.89,59,8,1,52,7,2,1,4.271,59,74
2026-05-25 15:51:09,136.641,neoburnz,74.603,182.613,4,7,0,4.394,33,0,0,74.603,10,19,94,126,3,2,0,95.556,62.963,35.714,45,5,0,43,2,1,2,4.444,59,51
2026-04-30 15:50:01,121.68,neptune,59.701,120.696,0,9,0,4.525,26,0,0,59.701,4,11,80,134,3,2,0,90.698,45.055,32.09,43,1,2,39,4,1,0,3.721,77,41
2026-05-21 18:41:49,120.78,neptune,62.048,143.131,1,8,0,4.544,33,0,0,62.048,6,29,103,166,6,0,0,95.652,38.144,41.566,69,6,1,66,3,2,0,4.174,77,37
