Player ID,PlayerName,ELONOWR,ELO,RANK,GuessRate,erigs,Seven8,avg8,LivesTaken,LivesSaved,WIN,LOSE,TIE,RigsHit,OfflistHit,Rigs,RigsMissed,SoloRigs,MissedSolos,LivesLostOnRigs,OfflistErigs,rigs8,TotalSongs,Samples,WINSTREAK,LOSESTREAK,TIESTREAK,PALL,PRECENT,WR,STREAK,FINAL MODIFIER
20,kar72,132.99,133.385,0.443,0.729,0.001,0.0,0.578,11.0,23.714,19,18,1,37.714,59.286,41.0,3.286,6.857,0.714,1.143,1.286,3.782,133.143,7,19,18,1,38,38,0.013,0.013,0.026
41,koroshiya,132.44,132.44,0.441,0.652,0.003,0.2,0.653,15.6,21.8,14,13,0,27.2,50.2,31.6,4.4,5.4,1.0,1.6,7.2,2.738,118.4,5,14,13,0,27,27,0.0,0.0,0.0
52,Thaleko,131.16,131.16,0.437,0.7,0.002,0.0,0.59,11.0,14.5,5,5,0,26.5,43.0,27.0,0.5,6.5,0.0,0.5,0.5,3.258,100.0,2,5,5,0,10,10,0.0,0.0,0.0
38,Diukes,128.85,128.976,0.43,0.645,0.002,0.1,0.625,13.9,21.5,52,48,4,43.7,41.0,52.7,9.0,8.1,1.3,2.0,1.3,3.281,131.5,10,27,30,1,104,58,0.019,-0.026,-0.007
26,asleep,124.03,124.03,0.413,0.623,0.001,0.0,0.6,16.0,12.0,3,3,0,31.0,50.0,32.0,1.0,2.0,0.0,0.0,2.0,3.688,130.0,1,3,3,0,6,6,0.0,0.0,0.0
33,Tsui,122.24,122.24,0.407,0.614,0.001,0.0,0.592,6.0,24.0,1,4,0,14.0,56.0,20.0,6.0,4.0,2.0,1.0,1.0,3.05,114.0,1,1,4,0,5,5,0.0,0.0,0.0
274,Mami,120.8,120.8,0.403,0.581,0.002,0.0,0.611,12.0,14.0,4,1,0,23.0,45.0,25.0,2.0,15.0,2.0,0.0,0.0,2.6,117.0,1,4,1,0,5,5,0.0,0.0,0.0
59,neoburnz,118.95,118.95,0.397,0.681,0.0,0.0,0.487,11.0,13.0,3,2,1,59.0,39.0,63.0,4.0,4.0,0.0,1.0,0.0,4.635,144.0,1,3,2,1,6,6,0.0,0.0,0.0
520,konomi,117.83,117.83,0.393,0.558,0.001,0.0,0.607,5.5,13.0,6,3,0,38.5,17.5,46.0,7.5,5.0,0.5,4.0,1.0,3.356,98.0,2,6,3,0,9,9,0.0,0.0,0.0
318,Nephirea,116.44,116.44,0.388,0.559,0.001,0.0,0.591,7.0,12.0,3,2,0,28.0,29.0,28.0,0.0,4.0,0.0,0.0,1.0,3.929,102.0,1,3,2,0,5,5,0.0,0.0,0.0
129,peeku,114.5,114.5,0.382,0.546,0.001,0.0,0.585,9.0,5.0,3,2,0,29.0,24.0,33.0,4.0,7.0,2.0,2.0,0.0,3.333,97.0,1,3,2,0,5,5,0.0,0.0,0.0
