Player ID,PlayerName,GuessRate,erigs,Seven8,avg8,LivesTaken,LivesSaved,TotalSongs,WIN,LOSE,TIE,Samples
1,atsui,15.339,0.5,4.75,5.659,2.0,0.5,157.0,11,12,1,4
4,watashiii,80.651,12.25,0.5,3.9,15.25,32.75,136.0,10,13,0,4
8,Hejsan,67.178,4.5,0.4,4.401,9.5,18.4,149.4,31,20,5,10
12,KaoriMaeda,43.65,1.0,0.5,5.205,3.5,3.0,145.5,9,3,0,2
14,ArronChu,65.958,7.75,1.75,3.976,12.25,17.75,140.0,15,6,1,4
20,kar72,52.79,1.333,0.0,4.623,3.667,16.333,137.0,7,9,0,3
21,PoolNoodle,50.402,2.5,0.0,4.962,3.5,9.5,153.0,8,3,0,2
31,SakurabaRola,45.57,2.0,0.5,4.62,5.5,4.5,122.0,3,7,0,2
33,Tsui,72.642,1.0,0.0,3.805,8.0,21.0,106.0,1,4,0,1
37,claydoll1091,29.565,0.0,0.0,4.794,3.0,2.0,115.0,2,3,0,1
38,Diukes,38.436,2.0,2.0,5.042,4.0,2.5,159.0,6,5,1,2
41,koroshiya,47.534,1.8,0.6,4.673,5.2,8.6,122.2,12,11,2,5
44,Nicole,39.171,1.0,0.75,4.834,4.75,2.25,146.75,14,6,2,4
45,LeNainDuPSG,48.756,1.5,0.5,4.587,5.0,6.0,98.5,6,3,0,2
46,Orfey,47.996,2.5,2.5,4.721,9.5,9.5,166.5,8,2,2,2
49,accelerator11,87.369,15.0,0.0,3.384,17.667,36.5,108.5,11,21,0,6
51,Chata,41.5,1.667,1.667,4.779,4.0,5.0,132.333,8,6,2,3
52,Thaleko,55.466,1.5,1.5,5.073,3.5,7.0,170.0,6,4,2,2
59,neoburnz,47.768,2.0,2.0,4.868,5.5,6.5,153.5,10,2,0,2
64,Yokipi,30.802,0.0,1.667,5.188,1.667,1.667,134.667,8,8,0,3
65,Baguett,60.632,5.0,0.0,3.928,8.5,14.0,108.5,5,5,0,2
67,DKing20,32.836,0.0,2.0,5.545,4.0,1.0,134.0,4,1,0,1
72,ruuka,49.556,0.0,1.667,5.173,2.667,6.667,155.667,9,5,3,3
76,comfv,86.226,9.0,0.333,3.764,11.333,32.0,105.667,3,12,0,3
79,JuliAless64,42.274,1.0,0.0,5.061,2.667,3.667,134.0,10,6,0,3
80,moosepi,57.447,1.0,0.0,4.272,3.0,20.0,141.0,0,6,0,1
81,Pile,52.633,4.0,0.3,4.53,8.7,10.2,145.8,28,27,2,10
82,ShiinaMahiru,34.26,0.875,1.75,5.254,2.625,4.125,151.125,15,29,2,8
83,Milar,71.904,4.8,0.4,4.425,9.7,21.8,148.4,26,28,1,10
84,Alkios,70.024,6.9,0.4,4.174,12.8,20.4,141.9,35,23,0,10
85,Animerod,36.924,1.5,1.167,4.782,4.833,4.833,127.667,17,17,0,6
88,Emdiel,31.25,0.0,4.0,5.711,4.0,1.0,144.0,5,1,0,1
90,Keizan,37.852,2.0,0.75,4.788,4.0,6.5,131.75,11,11,0,4
91,Baikinman,74.447,8.2,0.3,4.068,13.6,22.6,137.2,27,25,4,10
92,Kuterin,35.211,2.0,3.0,4.06,7.0,7.0,142.0,6,6,0,2
97,chaabdu92,36.611,0.25,0.75,4.969,3.25,3.0,138.75,7,15,1,4
98,Comete,56.493,2.8,0.4,4.592,7.5,11.9,133.6,30,22,2,10
100,IrinaShidou,43.084,1.667,0.0,5.098,4.667,3.0,133.0,7,7,1,3
102,MoltenAshes,32.682,0.0,0.5,5.54,3.0,2.0,144.0,4,7,1,2
103,mrwolf2,42.857,2.0,1.0,4.797,7.0,7.0,161.0,3,2,1,1
106,cafezinho,40.103,0.667,0.333,5.24,3.0,3.333,147.167,18,15,2,6
112,Legitted,31.667,0.0,0.0,5.0,3.0,2.0,120.0,2,3,0,1
113,Maki04,42.551,0.0,0.667,4.854,2.0,4.0,128.333,11,5,0,3
115,Saiki,28.601,1.5,2.6,4.618,5.4,3.6,134.4,30,26,1,10
121,Janoxx,34.294,1.5,2.0,4.805,4.9,5.4,139.9,28,27,1,10
123,Konsumenci,38.182,1.7,1.0,5.008,5.7,4.1,139.0,30,27,0,10
125,paperyoshi10,71.904,6.6,0.0,4.128,13.4,20.2,140.8,13,16,0,5
126,shadismith,18.868,0.0,3.0,5.3,1.0,0.0,106.0,0,5,0,1
129,peeku,46.927,0.0,1.0,5.357,3.0,5.0,179.0,3,3,0,1
133,ChrisLefko,49.458,2.4,0.5,4.738,6.6,7.8,139.1,32,24,2,10
134,Jakemonkey,33.347,0.0,1.0,5.265,3.0,0.5,108.5,3,7,0,2
136,Megu29,22.794,0.0,4.0,5.548,1.0,1.0,136.0,6,0,0,1
143,mahzrunner,24.153,0.3,1.9,5.358,1.4,2.5,145.1,28,26,3,10
144,liljakatsuragi,23.728,0.25,1.0,5.64,2.0,1.0,134.25,8,14,1,4
146,tapumomo,27.559,0.0,0.0,5.8,1.0,0.0,127.0,2,3,0,1
148,uy5gf,28.994,1.0,4.0,5.388,1.0,1.0,169.0,2,4,0,1
153,Poppysr,41.494,2.8,1.5,4.699,6.4,6.8,145.6,26,29,2,10
