,Player Name,guess rate,usefulness,avg diff,erigs,avg /8 correct,OP guess rate,ED guess rate,IN guess rate
12,moosepi,23.423,,34.315,0,5.385,12.5,26.415,26.471
6,Mika_tw,22.581,,27.73,2,4.095,10.526,17.778,37.931
9,Zeal_Kido,22.449,,21.88,2,3.591,27.273,21.154,20.833
8,SaikiChan,20.741,,33.396,4,5,35.135,16.071,14.286
8,Edwardd,20.183,,29.914,2,4.318,34.483,13.793,18.182
6,denero,20.183,,34.541,2,4.455,20.69,15.517,31.818
5,Floth,19.266,,36.079,1,4.81,20.69,13.793,31.818
6,wideFrogeWorried,18.31,,35.995,1,5.192,18.182,20.312,15.556
8,OnlyWorldDaiStar,17.204,,31.19,2,4.5,47.368,8.889,10.345
,,,,,,,,,
2024-01-08,,,,,,,,,
15,revel_,50.459,,29.679,5,4.091,51.724,50,50
15,FORTNAYT,45.312,,32.454,3,4.603,71.429,40.351,34.884
14,Chistoso,43.75,,29.859,4,4.446,85.714,28.07,37.209
15,SakurabaRola,40.517,,27.758,7,3.957,34.615,43.077,40
12,wincover,39.45,,33.08,2,4.349,48.276,42,26.667
15,Orfey,39.362,,30.412,6,3.865,62.069,34.091,19.048
10,mar4,37.615,,33.041,4,4.683,55.172,24,43.333
14,neoburnz,36.17,,33.492,5,3.971,34.483,43.182,23.81
12,moosepi,30.172,,32.095,2,4.743,38.462,30.769,20
11,Himemiya,29.787,,33.698,4,4.286,44.828,27.273,14.286
8,OnlyWorldDaiStar,25,,38.425,0,5.688,60.714,12.281,18.605
7,Yolowolf75,24.468,,36.154,0,4.913,44.828,20.455,4.762
7,UselessPanda,21.552,,32.536,1,5.08,23.077,18.462,28
7,Janoxx,21.094,,29.601,3,4.778,32.143,24.561,9.302
3,Hiitagi,17.431,,40.545,1,6,27.586,10,20
3,Slizzer,9.483,,45.382,0,5.545,23.077,4.615,8
,,,,,,,,,
2024-01-08,,,,,,,,,
20,Mikasaaaaaaa,58.261,,21.258,18,3.328,100,54.839,33.333
16,Sniparook,51.327,,28.522,6,4.259,52,58.929,37.5
16,SUS_DOMESTICUS,50.758,,27.334,10,4.075,65.517,45.312,48.718
15,SakurabaRola,48.485,,27.139,5,4.125,68.966,45.312,38.462
14,Chata,41.667,,26.17,9,3.778,39.13,38.71,52.174
13,watashiii,35.185,,30.677,3,4.158,34.783,30.645,47.826
12,ruuka,33.913,,26.743,2,4.436,56.522,22.581,40
10,Alkios,32.743,,34.192,1,5.27,52,32.143,18.75
12,moosepi,31.481,,33.021,0,4.676,34.783,20.968,56.522
11,oh95,29.204,,38.456,0,5.515,44,23.214,28.125
10,MrWolf,27.273,,30.08,2,4.694,34.483,28.125,20.513
5,Floth,23.009,,39.193,0,5.692,32,14.286,31.25
8,Legitted,22.609,,32.706,0,5.346,43.478,17.742,16.667
5,mahzrunner,20,,34.676,0,5.522,30.435,17.742,16.667
6,wideFrogeWorried,17.593,,34.896,0,5,17.391,12.903,30.435
4,Skychael,11.364,,43.81,0,5.667,20.69,3.125,17.949
,,,,,,,,,
2024-01-09,,,,,,,,,
18,Hejsan,60.36,,25.2,12,3.597,86.667,55.102,43.75
15,asd4321,52.252,,28.283,6,3.983,76.923,50,35.484
16,GyroInmobile,50.407,,27.056,8,3.726,50,59.091,33.333
16,kar72,45.161,,28.054,3,4.536,67.742,38.983,35.294
14,mkby,41.463,,27.077,4,3.98,54.167,39.394,36.364
14,Chata,40.476,,29.066,9,4.02,44.828,38.028,42.308
13,watashiii,37.615,,25.213,5,3.902,42.308,32.727,42.857
13,comfv,36.937,,28.741,2,4.317,73.077,25.926,25.806
12,JuliAless64,35.484,,29.333,6,4.523,38.71,32.203,38.235
15,vsai,32.11,,25.795,7,3.943,46.154,34.545,14.286
11,Emdiel,31.746,,33.43,3,4.45,34.483,33.803,23.077
7,UselessPanda,29.032,,31.062,1,4.889,29.032,27.119,32.353
11,oh95,28.829,,29.901,3,4.438,30,36.735,15.625
8,Edwardd,27.928,,29.967,3,4.774,53.846,20.37,19.355
10,MrWolf,27.778,,34.033,3,4.257,41.379,22.535,26.923
9,MoltenAshes,25,,34.885,0,5.548,35.484,23.729,17.647
8,OnlyWorldDaiStar,24.603,,36.327,0,4.903,62.069,12.676,15.385
9,Zeal_Kido,22.764,,29.099,3,4.464,29.167,28.788,6.061
8,LelPop,20.721,,35.145,1,4.826,20,22.449,18.75
8,Legitted,20.183,,33.454,3,4.636,23.077,21.818,14.286
8,Maki04,18.349,,34.193,2,4.75,23.077,18.182,14.286
7,Janoxx,18.018,,32.83,0,5.2,30.769,14.815,12.903
5,IRySoQuiz,16.26,,32.741,0,5.1,16.667,19.697,9.091
,,,,,,,,,
2024-01-09,,,,,,,,,
16,SUS_DOMESTICUS,58.553,,27.868,14,3.865,63.415,57.333,55.556
16,Sniparook,52.586,,27.272,10,3.77,50,53.03,53.333
13,watashiii,42.105,,30.566,2,4.594,58.537,30.667,47.222
14,Chata,40.171,,26.622,7,4.021,39.286,35.294,47.368
14,neoburnz,38.71,,32.816,4,4.817,29.268,45.833,35.714
15,Sjoe,37.419,,29.145,5,4.466,29.268,50,23.81
14,Chistoso,37.069,,32.129,8,4.442,85,33.333,13.333
10,chaabdu92,29.605,,33.73,4,5,48.78,18.667,30.556
11,oh95,28.205,,30.406,2,4.515,39.286,23.529,26.316
5,Floth,26.724,,37.438,2,5.548,35,22.727,30
8,OnlyWorldDaiStar,23.276,,38.636,1,5.815,55,19.697,10
10,Alkios,20.513,,33.1,1,5,14.286,19.608,26.316
6,wideFrogeWorried,19.737,,35.859,0,5.5,17.073,20,22.222
4,Skychael,18.065,,39.083,2,5.5,14.634,22.222,14.286
8,Maki04,17.949,,34.635,0,5.381,10.714,15.686,26.316
,,,,,,,,,
2024-01-10,,,,,,,,,
15,Orfey,46.535,,26.727,8,3.83,70,33.333,51.515
15,Diukes,45.536,,25.337,6,3.804,36.364,65.385,23.684
15,Rissa,45.283,,26.869,3,3.896,44.828,41.667,51.724
15,vsai,44.086,,27.842,6,3.512,45,46.667,39.286
13,watashiii,43.396,,27.216,4,4.109,48.276,41.667,41.379
15,asd4321,42.424,,26.4,3,3.667,47.059,45.833,35.294
14,Chistoso,35.849,,28.306,5,4.263,75.862,25,13.793
13,Math_,35.354,,29.055,2,3.829,35.294,41.667,26.471
14,mkby,33.929,,28.297,3,4.342,45.455,34.615,26.316
13,comfv,31.683,,36.042,2,4.719,65,27.083,18.182
10,Kiishua,30.693,,33.289,2,4.774,60,18.75,30.303
10,Alkios,25.806,,27.802,3,3.667,40,26.667,14.286
?,HuaCheng,21.782,,36.08,2,4.909,30,16.667,24.242
8,LelPop,21.505,,34.75,1,4.7,25,22.222,17.857
11,Emdiel,21.505,,30.422,3,3.75,20,17.778,28.571
7,Konsumenci,21.429,,29.713,0,4.917,13.636,21.154,26.316
9,Zeal_Kido,20.536,,29.065,2,5.043,22.727,19.231,21.053
10,MrWolf,19.192,,28.067,2,4.211,11.765,22.917,17.647
7,THE_USUAL,18.182,,31.393,0,4.444,17.647,16.667,20.588
3,yashadox,10.377,,41.44,1,5.636,24.138,2.083,10.345
,,,,,,,,,
2024-01-10,,,,,,,,,
15,SakurabaRola,56.034,,29.583,2,4.523,72.414,49.123,53.333
16,Sniparook,55.172,,29.103,8,4.391,65.517,49.123,56.667
14,mkby,48.98,,28.172,6,4.417,81.481,26.087,56
15,revel_,46.789,,29.697,6,4.157,61.765,38.776,42.308
15,Orfey,44.715,,28.42,3,4.2,80,34.483,31.429
14,neoburnz,42.857,,29.575,2,4.571,51.852,34.783,48
14,Chistoso,38.71,,29.008,4,4.354,76.667,26.667,26.471
15,badatlife,38.211,,28.149,5,4.234,46.667,43.103,22.857
15,Sjoe,38.136,,28.756,5,3.933,33.333,40.323,38.462
13,PulseVorteX,37.755,,29.346,3,4.838,70.37,21.739,32
12,moosepi,34.677,,33.455,1,4.977,53.333,28.333,29.412
13,comfv,34.677,,31.656,5,4.721,83.333,16.667,23.529
13,Lika,33.051,,35.424,1,4.615,40,29.032,34.615
15,Rissa,26.271,,30.247,2,3.871,36.667,27.419,11.538
8,Edwardd,25.203,,33.232,0,5.097,63.333,12.069,14.286
8,OnlyWorldDaiStar,25,,41.315,0,6,58.621,17.544,6.667
8,SaikiChan,24.39,,35.123,2,4.8,36.667,22.414,17.143
6,wideFrogeWorried,24.138,,36.985,0,5.821,31.034,21.053,23.333
8,Maki04,23.853,,39.814,2,4.577,44.118,16.327,11.538
5,mahzrunner,22.936,,39.612,2,5.32,29.412,18.367,23.077
5,Floth,22.449,,36.542,2,5.455,40.741,8.696,28
6,denero,20.161,,38.865,2,5.36,33.333,13.333,20.588
4,MageFlameFreeze,19.492,,42.802,1,5.348,16.667,16.129,30.769
3,yashadox,17.431,,41.546,1,5.316,26.471,14.286,11.538
,,,,,,,,,
2024-01-11,,,,,,,,,
21,AKl,74.59,,23.733,17,3.648,82.857,66.071,80.645
18,Hejsan,55.479,,25.409,9,4.111,73.684,47.826,51.282
16,GyroInmobile,52.201,,28.022,4,4.337,55.263,56,43.478
15,Rissa,51.572,,28.066,5,4.5,55.263,49.333,52.174
14,mkby,43.443,,31.047,0,4.943,60,32.143,45.161
15,Akaze,42.553,,26.982,3,4.383,48.148,45.833,33.333
13,watashiii,41.844,,28.784,2,4.695,55.556,44.444,28.571
13,comfv,37.671,,30.196,2,4.836,73.684,24.638,25.641
10,mar4,34.247,,33.387,2,4.94,44.737,37.681,17.949
12,bamboo,31.206,,32.735,3,5.114,51.852,20.833,35.714
10,MrWolf,27.673,,29.928,6,4.932,39.474,22.667,26.087
7,UselessPanda,27.044,,32.596,1,5.186,23.684,25.333,32.609
8,OnlyWorldDaiStar,24.658,,37.334,1,5.778,55.263,17.391,7.692
8,Legitted,24.113,,37.159,1,5.382,40.741,26.389,9.524
9,Zeal_Kido,22.951,,33.841,1,5.357,34.286,14.286,25.806
5,IRySoQuiz,19.672,,39.725,0,5.417,20,19.643,19.355
,,,,,,,,,
2024-01-12,,,,,,,,,
18,Hejsan,59.259,,26.064,19,2.862,86.842,50.82,44.444
15,asd4321,46.512,,28.561,9,3.3,52.273,44,42.857
14,mkby,40.367,,29.028,1,3.614,45.455,40.426,34.483
15,Orfey,40.367,,26.463,7,3.273,54.545,31.915,37.931
14,Chata,39.695,,27.178,7,3.538,41.86,38,39.474
13,PulseVorteX,36.641,,25.924,6,3.479,60.465,30,18.421
10,Alkios,32.558,,29.784,4,3.714,36.364,30,31.429
12,SPYAIR,31.852,,31.386,1,3.814,44.737,21.311,36.111
6,Mika_tw,30.275,,32.238,1,3.727,33.333,25.532,34.483
7,THE_USUAL,22.901,,32.853,3,4.133,27.907,18,23.684
?,YeQiu,20.93,,35.528,2,4.444,27.273,16,20
6,wideFrogeWorried,20.741,,34.709,0,4.321,23.684,14.754,27.778
,,,,,,,,,
2024-01-12,,,,,,,,,
15,SakurabaRola,56.849,,26.381,11,4.12,69.231,58.108,47.826
16,Sniparook,45.736,,28.654,5,4.186,55.172,50.794,29.73
13,comfv,44.03,,31.613,3,4.644,73.684,33.333,30.769
14,neoburnz,43.448,,30.555,4,4.508,51.724,41.667,40.909
15,Orfey,43.284,,28.108,6,4.276,60.526,36.842,35.897
13,watashiii,39.041,,28.285,3,4.86,61.538,41.892,21.739
15,Sjoe,38.621,,28.804,8,4.268,31.034,48.611,27.273
12,moosepi,35.821,,36.848,4,4.875,55.263,24.561,33.333
10,chaabdu92,35.616,,29.873,5,4.75,61.538,32.432,26.087
12,ruuka,27.132,,33.831,2,5,37.931,22.222,27.027
7,Ephemeral,24.806,,35.502,2,5.312,41.379,19.048,21.622
8,Edwardd,22.069,,31.02,4,4.844,48.276,19.444,9.091
5,mahzrunner,21.918,,34.492,2,5.25,38.462,16.216,21.739
8,OnlyWorldDaiStar,18.605,,39.996,0,6.083,31.034,19.048,8.108
4,MageFlameFreeze,16.552,,36.718,0,5.708,24.138,15.278,13.636
4,Skychael,14.179,,42.179,2,5.579,15.789,10.526,17.949
,,,,,,,,,
2024-01-13,,,,,,,,,
20,Mikasaaaaaaa,67.143,,26.297,12,3.287,100,72.603,33.333
15,revel_,48.252,,28.534,12,3.464,43.333,52.632,43.243
15,FORTNAYT,46.903,,27.644,4,3.755,64,44.828,36.667
15,Sjoe,46.018,,25.407,9,3.481,40,43.103,56.667
14,Chistoso,45,,31.082,3,3.968,78.571,39.726,30.769
12,moosepi,43.077,,38.131,2,4.179,64.516,36.508,36.111
13,PulseVorteX,37.063,,31.472,4,3.906,63.333,32.895,24.324
10,chaabdu92,35.385,,40.613,2,4.391,51.613,34.921,22.222
11,Himemiya,34.615,,37.815,0,4.4,48.387,30.159,30.556
14,Chata,34.513,,28.121,2,3.872,28,32.759,43.333
8,OnlyWorldDaiStar,28.671,,37.972,2,4.561,53.333,27.632,10.811
5,Floth,22.143,,40.532,3,4.613,28.571,17.808,25.641
,,,,,,,,,
2024-01-13,,,,,,,,,
22,theyingster,75.51,,24.547,6,3.838,85,74,71.429
21,AKl,71.154,,22.572,10,3.716,81.818,67.925,68.966
16,kar72,50.562,,28.814,1,4.689,39.13,48.837,65.217
17,Keiko,50,,25.656,5,3.934,31.579,38.983,72.727
16,Sniparook,47.748,,25.344,6,4.189,54.167,53.704,33.333
15,Rissa,47.541,,27.649,4,4.121,52.632,42.373,52.273
15,SakurabaRola,46.847,,27.391,1,4.712,58.333,38.889,51.515
15,vsai,46.774,,28.261,1,4.724,60.714,44.444,39.394
12,EruisKawaii,44.898,,28.659,2,4.386,25,50,50
14,mkby,43.548,,28.204,1,5.074,57.143,44.444,30.303
14,neoburnz,42.697,,28.634,3,4.737,30.435,41.86,56.522
12,doomchicken,35.955,,31.947,2,5.156,39.13,25.581,52.174
12,ruuka,35.577,,28.36,0,4.622,36.364,26.415,51.724
13,comfv,34.677,,29.562,0,5.209,71.429,26.984,18.182
10,mar4,32.432,,31.492,1,5.139,58.333,25.926,24.242
9,Zeal_Kido,31.731,,28.048,2,4.545,50,24.528,31.034
7,Ephemeral,30.337,,34.945,0,5.519,34.783,25.581,34.783
8,OnlyWorldDaiStar,28.846,,34.011,0,5.133,50,28.302,13.793
10,MrWolf,28.689,,29.473,0,4.943,31.579,22.034,36.364
8,Edwardd,26.531,,23.9,2,4.077,55,24,10.714
7,Fuj,26.23,,32.109,1,5.062,15.789,25.424,31.818
8,Legitted,23.423,,29.795,1,5.577,37.5,16.667,24.242
8,LelPop,20.968,,36.046,2,5.654,17.857,23.81,18.182
5,benevelante,6.122,,34.362,0,5.333,5,8,3.571
,,,,,,,,,
2024-01-13,,,,,,,,,
16,SUS_DOMESTICUS,57.664,,28.141,12,4,55.556,65.079,47.368
15,asleep,55.245,,31.717,10,4.608,61.905,58.209,41.176
14,Chistoso,48.299,,29.654,5,4.31,86.047,30.645,35.714
15,SakurabaRola,45.562,,29.237,3,4.494,59.615,41.333,35.714
15,Orfey,43.119,,23.148,7,3.404,64.516,26.531,48.276
16,Sniparook,43.066,,31.8,5,4.508,44.737,43.333,41.026
12,JuliAless64,38.462,,38.752,1,5.618,45.238,37.313,32.353
14,neoburnz,37.87,,31.559,2,4.688,44.231,36,33.333
15,Sjoe,37.415,,28.553,4,4.527,32.558,46.774,28.571
11,oh95,36.364,,40.394,2,5.788,57.143,29.851,23.529
13,watashiii,35.78,,30.095,3,4.179,41.935,34.694,31.034
8,Maki04,33.333,,36.97,2,4.98,39.535,22.581,42.857
12,moosepi,32.847,,34.088,1,5.089,27.778,34.921,34.211
12,ruuka,32.847,,34.848,1,5.156,44.737,23.333,35.897
13,comfv,31.387,,34.094,3,4.767,66.667,19.048,18.421
10,chaabdu92,29.927,,36.124,1,5.073,34.211,25,33.333
11,Himemiya,29.586,,32.91,5,4.76,40.385,22.667,28.571
8,OnlyWorldDaiStar,27.972,,41.809,0,6.325,45.238,22.388,17.647
10,Alkios,26.606,,27.943,3,4.207,41.935,14.286,31.034
8,Edwardd,25.17,,32.756,1,5.162,46.512,16.129,16.667
7,Ephemeral,24.818,,40.07,0,5.853,26.316,21.667,28.205
4,MageFlameFreeze,21.898,,37.644,0,5.567,11.111,30.159,18.421
5,mahzrunner,20.118,,38.266,1,5.676,21.154,14.667,28.571
6,wideFrogeWorried,19.266,,34.47,1,4.571,22.581,18.367,17.241
,,,,,,,,,
2024-01-13,,,,,,,,,
18,Hejsan,61.017,,26.599,8,4.181,83.871,55.102,50
16,SUS_DOMESTICUS,56.154,,26.4,5,4.205,53.659,63.158,46.875
14,anonimus_opinion,48.966,,29.317,7,4.577,56.522,55.072,23.333
16,Sniparook,45.946,,28.749,9,4.118,33.333,64.706,27.273
14,Chata,43.077,,26.777,10,4.357,43.902,43.86,40.625
14,neoburnz,42.52,,27.587,2,4.278,50,40.625,37.931
15,Diukes,41.732,,23.135,9,3.849,38.235,56.25,13.793
15,Hathaway_Noa,41.463,,28.177,4,4.333,35.484,57.692,25
13,comfv,38.739,,28.997,1,4.302,70.37,39.216,12.121
11,oh95,38.621,,32.246,0,5.321,52.174,34.783,26.667
13,PulseVorteX,35.772,,30.819,4,4.523,67.742,30.769,17.5
10,Kiishua,35.385,,28.143,4,4.739,63.415,21.053,25
14,Delete,33.103,,28.098,6,4.5,28.261,37.681,30
13,watashiii,33.051,,33.082,0,5.359,32.258,40.816,23.684
10,Alkios,32.203,,29.897,3,4.842,32.258,42.857,18.421
11,Himemiya,28.455,,36.77,1,5.429,45.161,26.923,17.5
5,OTae,27.119,,35.842,1,5.656,32.258,34.694,13.158
12,JuliAless64,26.772,,31.036,1,4.912,38.235,28.125,10.345
11,ShiinaMahiru,25.225,,35.569,0,5.214,18.519,41.176,6.061
8,OnlyWorldDaiStar,23.577,,39.561,0,5.862,48.387,13.462,17.5
5,Floth,23.448,,39.169,0,5.882,32.609,17.391,23.333
7,Konsumenci,20.721,,34.95,2,5.087,29.63,21.569,12.121
5,mahzrunner,18.462,,35.215,0,6,17.073,15.789,25
5,Kirox,14.961,,35.598,0,5.474,32.353,6.25,13.793
,,,,,,,,,
2024-01-13,,,,,,,,,
21,AKl,75,,23.992,16,3.5,78.125,70.968,80.769
18,Hejsan,57.037,,27.733,10,3.857,88.571,47.692,42.857
17,Keiko,55.789,,26.688,11,3.698,52.174,48.889,70.37
16,kar72,51.163,,28.372,11,3.803,63.333,48.333,46.154
16,GyroInmobile,48.819,,28.238,3,4.177,76.667,35.385,50
15,FORTNAYT,46.364,,25.536,2,3.961,64.706,41.86,33.333
15,vsai,42.241,,25.448,3,4.143,64,35.088,38.235
15,Orfey,41.509,,27.451,4,3.955,52,31.818,45.946
15,Rissa,40.741,,26.952,3,4.364,43.75,32.787,50
14,Chistoso,38.793,,26.145,5,4.333,88,22.807,29.412
16,Sniparook,37.864,,27.236,4,4.026,26.667,43.75,40
14,mkby,37.037,,28.999,3,4.38,50,26.23,42.857
12,SPYAIR,37.008,,30.714,1,4.638,66.667,26.154,31.25
12,DKing20,36.842,,31.298,3,4.486,34.783,35.556,40.741
12,EruisKawaii,33.019,,33.872,1,4.486,44,36.364,21.622
11,oh95,32.558,,34.298,4,4.667,60,21.667,28.205
12,doomchicken,30.833,,34.41,0,5.162,25,30.645,38.462
10,Alkios,28.448,,28.43,2,4.879,52,22.807,20.588
12,MahiruShiina,27.907,,33.613,3,4.75,26.667,21.667,38.462
10,MrWolf,26.667,,26.001,1,4.528,18.75,24.59,35.714
7,HuaCheng,25.984,,33.021,3,4.697,43.333,15.385,31.25
11,Emdiel,25.455,,27.753,2,4.214,35.294,9.302,36.364
8,Legitted,25.263,,36.761,1,4.875,43.478,24.444,11.111
7,Janoxx,25,,35.182,0,5.533,28.125,19.355,34.615
13,PulseVorteX,24.272,,29.461,2,4.48,46.667,12.5,20
10,chaabdu92,24.272,,33.693,2,4.92,26.667,22.917,24
8,LelPop,24.138,,27.096,0,4.786,32,17.544,29.412
8,SaikiChan,23.585,,34.471,2,4.52,36,6.818,35.135
7,Ephemeral,21.818,,30.817,0,5.167,26.471,16.279,24.242
7,Atsui_,21.359,,26.657,1,4.591,16.667,16.667,36
8,Edwardd,20.741,,32.878,0,4.929,31.429,18.462,14.286
3,yashadox,20,,44.003,0,5.75,31.25,11.29,26.923
7,THE_USUAL,19.811,,35.125,0,5.524,20,22.727,16.216
9,Zeal_Kido,19.685,,36.794,1,5.32,43.333,7.692,21.875
5,Floth,19.38,,40.393,1,5.52,26.667,18.333,15.385
7,Fuj,17.778,,31.637,0,5.083,15.625,14.754,23.81
7,Konsumenci,14.737,,40.493,0,5.143,30.435,4.444,18.519
5,Sheru,14.074,,34.636,1,5.474,25.714,15.385,0
,,,,,,,,,
2024-01-14,,,,,,,,,
21,AKl,66.667,,24.194,22,2.583,84.375,72.308,34.483
16,kar72,50,,28.978,7,3.633,59.459,50.685,41.667
15,Sjoe,39.259,,27.541,2,4.17,50,42.647,22.857
14,mkby,39.241,,29.942,0,4.048,59.459,38.356,25
12,ruuka,38.655,,33.827,4,4.109,63.415,30.769,15.385
15,Rissa,38.519,,31.289,6,4.058,53.125,33.824,34.286
14,neoburnz,36.975,,34.163,1,4.568,46.341,32.692,30.769
15,vsai,36.975,,31.485,4,4.318,48.78,30.769,30.769
8,Legitted,30.37,,33.916,1,4.415,37.5,27.941,28.571
8,LelPop,25.316,,34.307,2,4.4,32.432,24.658,20.833
9,Zeal_Kido,20.886,,36.767,2,4.364,29.73,19.178,16.667
7,UselessPanda,15.126,,38.058,0,5.222,17.073,13.462,15.385
,,,,,,,,,
2024-01-14,,,,,,,,,
20,Mikasaaaaaaa,53.957,,22.896,9,3.613,95.833,57.143,30.769
15,Hathaway_Noa,41.606,,25.836,11,3.667,26.087,57.971,24.444
16,Sniparook,39.623,,27.787,8,4,44.118,40.741,34.091
14,Chata,37.037,,28.732,6,4.24,34.783,42.029,30.233
13,comfv,33.577,,28.078,6,3.978,95.652,21.739,20
11,Emdiel,32.847,,29.4,5,4.178,26.087,33.333,35.556
13,watashiii,32.374,,25.722,4,4.267,29.167,36.508,28.846
12,MahiruShiina,31.111,,31.573,5,4.524,17.391,33.333,34.884
8,Edwardd,30.818,,27.381,6,4.633,58.824,23.457,22.727
?,Serecola,28.467,,32.632,1,4.795,43.478,30.435,17.778
13,PulseVorteX,28.302,,27.203,3,4.933,50,27.16,13.636
11,oh95,25.926,,37.445,1,5.229,34.783,21.739,27.907
10,Alkios,25.786,,30.939,1,5.195,41.176,25.926,13.636
10,Kiishua,23.704,,35.889,1,5.094,47.826,15.942,23.256
7,Janoxx,21.583,,25.303,3,4.467,41.667,25.397,7.692
8,Maki04,15.827,,35.413,0,5.273,20.833,15.873,13.462
,,,,,,,,,
2024-01-16,,,,,,,,,
18,Hejsan,59.848,,27.674,7,3.987,84.848,48.438,57.143
16,kar72,53.763,,27.134,6,3.76,75,53.333,39.286
15,Tsui,47.17,,28.724,4,4.373,70.27,44.304,32.558
14,Chistoso,46.237,,28.022,3,4.186,100,26.667,39.286
15,vsai,44.8,,25.097,2,4.196,56.25,43.636,36.842
14,Lilyholic,43.434,,28.309,3,4.256,56.25,47.826,32.432
15,Orfey,42.424,,27.549,4,4.167,68.75,34.783,40.541
15,Akaze,40.8,,29.626,3,3.98,42.857,43.75,35.714
13,watashiii,40.8,,30.734,3,4.431,46.875,38.182,39.474
14,Chata,40.764,,25.611,7,3.922,37.778,41.667,42.5
14,mkby,39.333,,29.281,3,4.407,73.684,25.373,31.111
12,JuliAless64,37.374,,30.763,2,4.649,56.25,34.783,32.432
14,YoshiApelao,37.333,,31.184,2,4.571,81.579,20.896,24.444
11,oh95,35.606,,34.527,1,4.979,66.667,21.875,31.429
15,koroshiya,34.4,,28.534,7,3.953,37.143,43.75,21.429
12,doomchicken,34.395,,28.941,1,4.556,42.222,30.556,32.5
10,ilmatar,33.6,,35.067,2,4.357,45.714,29.167,28.571
13,PulseVorteX,31.447,,30.842,2,4.94,62.162,26.582,13.953
7,Janoxx,28.03,,33.548,0,4.946,60.606,20.312,11.429
10,MrWolf,28.025,,26.874,3,4.25,31.111,22.222,35
9,Zeal_Kido,28,,32.148,1,4.595,47.368,25.373,15.556
8,SaikiChan,26.515,,34.634,5,4.686,39.394,17.188,31.429
9,uohhmi,25.786,,29.844,2,4.829,32.432,25.316,20.93
8,Edwardd,24.8,,31.123,4,4.355,40.625,25.455,10.526
7,Fumiii,23.567,,33.78,5,4.676,24.444,13.889,40
7,Konsumenci,23.333,,35.136,0,5.2,36.842,19.403,17.778
10,Kenzou_Tenma,22.581,,34.042,2,5.095,35,15.556,25
7,Fuj,21.6,,34.508,0,5.148,34.375,20,13.158
7,HuaCheng,20.755,,40.968,2,5.182,24.324,17.722,23.256
3,yashadox,19.192,,36.938,0,5.421,18.75,15.217,24.324
4,Skychael,16.129,,35.412,0,5.333,25,11.111,17.857
?,NOUGATMONSTER,15.2,,48.808,0,5.737,22.857,12.5,11.905
,,,,,,,,,
2024-01-17,,,,,,,,,
21,AKl,73.649,,23.595,10,3.972,89.474,71.795,59.375
16,SUS_DOMESTICUS,57.962,,30.484,3,4.758,68.182,47.887,64.286
16,kar72,53.165,,27.338,6,4.881,62.857,57.647,34.211
16,Sniparook,52.532,,27.616,3,4.795,57.143,57.647,36.842
15,vsai,50.955,,30.676,4,4.912,63.636,43.662,50
17,yahallonyanpasu,44.762,,21.348,4,3.66,56,44.231,35.714
13,comfv,43.243,,28.545,0,4.891,86.842,26.923,31.25
15,Hathaway_Noa,42.675,,31.18,3,5.06,38.636,46.479,40.476
14,neoburnz,42.405,,31.281,0,5.373,60,37.647,36.842
15,Rissa,35.238,,26.496,2,4.216,44,28.846,39.286
10,mar4,31.757,,32.759,3,5.213,47.368,25.641,28.125
9,Zeal_Kido,29.524,,26.831,2,4.613,44,25,25
8,LelPop,28.662,,37.092,0,6.089,38.636,21.127,30.952
7,Fuj,25.316,,36.658,1,5.675,34.286,22.353,23.684
1,TateyamaAyano,7.619,,34.56,0,5.625,16,5.769,3.571
,,,,,,,,,
2024-01-18,,,,,,,,,
21,AKl,71.918,,23.769,24,3.286,75.758,74.39,61.29
16,kar72,50,,30.139,4,4.477,42.857,56.923,43.243
15,vsai,49.045,,29.507,9,3.974,65,42.105,46.341
14,mkby,45.385,,29.823,1,4.593,50,44.615,43.243
16,GyroInmobile,45.223,,31.486,3,4.38,45,47.368,41.463
15,Chata,42.484,,29.111,5,4.292,41.026,40.26,48.649
13,PulseVorteX,31.373,,31.444,2,4.479,46.154,25.974,27.027
7,Ephemeral,28.082,,33.42,1,5.122,30.303,29.268,22.581
11,oh95,26.144,,37.88,0,5.375,38.462,18.182,29.73
8,LelPop,26.115,,31.43,1,4.829,25,26.316,26.829
9,Zeal_Kido,25.385,,31.072,1,4.818,25,24.615,27.027
11,Emdiel,25.342,,31.481,1,4.973,27.273,28.049,16.129
7,Fuj,21.918,,33.95,1,5.25,18.182,28.049,9.677
7,THE_USUAL,21.538,,37.42,0,5.821,17.857,24.615,18.919
7,UselessPanda,20.261,,34.417,0,5.355,15.385,14.286,37.838
7,Janoxx,14.013,,30.49,1,4.727,12.5,17.105,9.756
,,,,,,,,,
2024-01-18,,,,,,,,,
21,AKl,59.821,,22.943,13,3.507,82.759,55,48.837
16,Sniparook,45.985,,28.808,6,4.381,58.621,43.939,40.476
15,vsai,44.86,,31.476,7,4.333,59.375,29.545,51.613
15,SakurabaRola,42.056,,33.763,3,4.711,53.125,25,54.839
13,comfv,38.686,,29.797,6,4.453,89.655,31.818,14.286
14,neoburnz,37.5,,34.535,2,4.979,47.368,30.769,36.842
12,MahiruShiina,36.719,,30.59,6,4.787,36.842,34.615,39.474
15,Sjoe,36.607,,27.323,3,4.22,31.034,50,27.907
12,doomchicken,33.036,,30.462,1,4.541,44.828,25,32.558
