Player ID,PlayerName,ELONOWR,ELO,RANK,GuessRate,erigs,Seven8,avg8,LivesTaken,LivesSaved,TotalSongs,WIN,LOSE,TIE,Samples,WINSTREAK,LOSESTREAK,TIESTREAK,PALL,PRECENT,WR,STREAK,FINAL MODIFIER
418,Bai,137.28,137.28,0.458,0.74,0.004,0.0,0.607,23.0,43.0,181.0,2,4,0,1,2,4,0,6,6,0.0,0.0,0.0
4,watashiii,130.84,130.84,0.436,0.638,0.005,0.0,0.65,21.25,28.5,155.5,7,16,1,4,7,16,1,24,24,0.0,0.0,0.0
21,PoolNoodle,127.55,127.55,0.425,0.6,0.004,0.333,0.657,16.333,27.667,137.333,5,13,0,3,5,13,0,18,18,0.0,0.0,0.0
34,YuriMeguri,112.68,112.68,0.376,0.495,0.004,0.0,0.618,12.0,13.5,114.0,5,7,0,2,5,7,0,12,12,0.0,0.0,0.0
27,Deafness,110.58,110.58,0.369,0.583,0.001,0.0,0.504,12.0,14.0,168.0,3,3,0,1,3,3,0,6,6,0.0,0.0,0.0
52,Thaleko,105.61,105.61,0.352,0.472,0.003,0.0,0.571,21.0,11.0,161.0,4,2,0,1,4,2,0,6,6,0.0,0.0,0.0
16,yahallonyanpasu,104.95,104.95,0.35,0.366,0.003,2.0,0.679,17.0,13.0,145.0,4,2,0,1,4,2,0,6,6,0.0,0.0,0.0
51,Chata,104.74,104.74,0.349,0.444,0.003,0.0,0.593,13.75,12.5,148.5,19,4,1,4,19,4,1,24,24,0.0,0.0,0.0
64,Yokipi,103.12,103.12,0.344,0.389,0.003,1.0,0.635,12.0,11.0,149.0,2,4,0,1,2,4,0,6,6,0.0,0.0,0.0
59,neoburnz,97.62,100.708,0.325,0.428,0.002,0.0,0.539,8.833,9.0,146.333,19,12,3,6,19,12,3,34,34,0.103,0.103,0.206
49,accelerator11,100.37,100.37,0.335,0.403,0.004,1.0,0.592,14.6,10.6,150.0,19,10,1,5,19,10,1,30,30,0.0,0.0,0.0
33,Tsui,99.6,99.6,0.332,0.41,0.001,0.333,0.579,10.667,12.0,151.667,12,6,0,3,12,6,0,18,18,0.0,0.0,0.0
50,Sniparook,98.72,98.72,0.329,0.432,0.002,0.0,0.545,7.5,15.25,150.0,13,9,2,4,13,9,2,24,24,0.0,0.0,0.0
58,Lika,94.06,94.06,0.314,0.358,0.002,1.0,0.578,11.0,8.0,123.0,2,4,0,1,2,4,0,6,6,0.0,0.0,0.0
394,Komari,90.63,90.63,0.302,0.322,0.002,0.5,0.581,5.5,8.0,112.0,5,3,2,2,5,3,2,10,10,0.0,0.0,0.0
91,Baikinman,89.22,89.22,0.297,0.308,0.002,0.0,0.582,8.0,8.5,140.0,7,5,0,2,7,5,0,12,12,0.0,0.0,0.0
20,kar72,88.57,88.57,0.295,0.396,0.001,0.333,0.481,5.0,10.0,154.0,11,6,1,3,11,6,1,18,18,0.0,0.0,0.0
46,Orfey,88.17,88.17,0.294,0.262,0.001,1.0,0.621,6.75,8.25,126.5,11,13,0,4,11,13,0,24,24,0.0,0.0,0.0
79,JuliAless64,87.91,87.91,0.293,0.357,0.001,0.0,0.517,7.333,6.333,142.667,9,8,1,3,9,8,1,18,18,0.0,0.0,0.0
221,Neumann,87.66,87.66,0.292,0.373,0.002,2.0,0.496,9.0,4.0,153.0,3,3,0,1,3,3,0,6,6,0.0,0.0,0.0
82,ShiinaMahiru,87.44,87.44,0.291,0.377,0.0,0.0,0.49,8.0,7.0,159.0,2,3,1,1,2,3,1,6,6,0.0,0.0,0.0
430,HaruUrara,86.77,86.77,0.289,0.324,0.001,0.0,0.54,6.0,5.0,142.0,6,0,0,1,6,0,0,6,6,0.0,0.0,0.0
104,joey,86.68,86.68,0.289,0.29,0.001,0.333,0.576,7.667,6.333,145.0,6,11,1,3,6,11,1,18,18,0.0,0.0,0.0
78,doomchicken,86.46,86.46,0.288,0.351,0.002,0.5,0.507,8.5,8.5,146.5,5,6,1,2,5,6,1,12,12,0.0,0.0,0.0
